COMUNE,PRO_COM_T,Abitanti,Capoluogo,Sigla
Giarole,006082,686,Alessandria,AL
Gremiasco,006083,302,Alessandria,AL
Grognardo,006084,243,Alessandria,AL
Rosignano Monferrato,006149,1498,Alessandria,AL
Sala Monferrato,006150,324,Alessandria,AL
Sale,006151,3994,Alessandria,AL
San Cristoforo,006152,568,Alessandria,AL
San Giorgio Monferrato,006153,1207,Alessandria,AL
San Salvatore Monferrato,006154,4179,Alessandria,AL
San Sebastiano Curone,006155,571,Alessandria,AL
Sant'Agata Fossili,006156,384,Alessandria,AL
Sardigliano,006157,394,Alessandria,AL
Sarezzano,006158,1157,Alessandria,AL
Serralunga di Crea,006159,523,Alessandria,AL
Sezzadio,006161,1264,Alessandria,AL
Silvano d'Orba,006162,1911,Alessandria,AL
Solero,006163,1634,Alessandria,AL
Solonghello,006164,209,Alessandria,AL
Spigno Monferrato,006165,976,Alessandria,AL
Spineto Scrivia,006166,359,Alessandria,AL
Stazzano,006167,2387,Alessandria,AL
Strevi,006168,1910,Alessandria,AL
Tagliolo Monferrato,006169,1538,Alessandria,AL
Tassarolo,006170,617,Alessandria,AL
Terruggia,006171,922,Alessandria,AL
Terzo,006172,854,Alessandria,AL
Ticineto,006173,1341,Alessandria,AL
Treville,006175,276,Alessandria,AL
Trisobbio,006176,676,Alessandria,AL
Valmacca,006178,982,Alessandria,AL
Vignale Monferrato,006179,959,Alessandria,AL
Vignole Borbera,006180,2061,Alessandria,AL
Viguzzolo,006181,3111,Alessandria,AL
Villadeati,006182,479,Alessandria,AL
Villalvernia,006183,896,Alessandria,AL
Villamiroglio,006184,300,Alessandria,AL
Villanova Monferrato,006185,1804,Alessandria,AL
Villaromagnano,006186,662,Alessandria,AL
Visone,006187,1207,Alessandria,AL
Volpedo,006188,1186,Alessandria,AL
Volpeglino,006189,133,Alessandria,AL
Voltaggio,006190,709,Alessandria,AL
Cassano Spinola,006191,1867,Alessandria,AL
Alluvioni Piovera,006192,1689,Alessandria,AL
Lu e Cuccaro Monferrato,006193,1379,Alessandria,AL
Allein,007001,209,Aosta,AO
Antey-Saint-André,007002,553,Aosta,AO
Arnad,007004,1243,Aosta,AO
Arvier,007005,861,Aosta,AO
Avise,007006,302,Aosta,AO
Ayas,007007,1380,Aosta,AO
Aymavilles,007008,2115,Aosta,AO
Bard,007009,120,Aosta,AO
Pareto,006125,539,Alessandria,AL
Parodi Ligure,006126,641,Alessandria,AL
Pasturana,006127,1271,Alessandria,AL
Pecetto di Valenza,006128,1187,Alessandria,AL
Pietra Marazzi,006129,895,Alessandria,AL
Pomaro Monferrato,006131,334,Alessandria,AL
Pontecurone,006132,3531,Alessandria,AL
Pontestura,006133,1375,Alessandria,AL
Ponti,006134,578,Alessandria,AL
Ponzano Monferrato,006135,329,Alessandria,AL
Ponzone,006136,1012,Alessandria,AL
Pozzol Groppo,006137,296,Alessandria,AL
Pozzolo Formigaro,006138,4612,Alessandria,AL
Prasco,006139,486,Alessandria,AL
Predosa,006140,1954,Alessandria,AL
Quargnento,006141,1382,Alessandria,AL
Quattordio,006142,1564,Alessandria,AL
Ricaldone,006143,640,Alessandria,AL
Rivalta Bormida,006144,1388,Alessandria,AL
Rivarone,006145,402,Alessandria,AL
Roccaforte Ligure,006146,125,Alessandria,AL
Rocca Grimalda,006147,1484,Alessandria,AL
Rocchetta Ligure,006148,215,Alessandria,AL
Ollomont,007046,164,Aosta,AO
Oyace,007047,212,Aosta,AO
Perloz,007048,460,Aosta,AO
Pollein,007049,1537,Aosta,AO
Pontboset,007050,170,Aosta,AO
Pontey,007051,794,Aosta,AO
Pont-Saint-Martin,007052,3638,Aosta,AO
Pré-Saint-Didier,007053,1020,Aosta,AO
Quart,007054,4106,Aosta,AO
Rhêmes-Notre-Dame,007055,84,Aosta,AO
Rhêmes-Saint-Georges,007056,169,Aosta,AO
Roisan,007057,1024,Aosta,AO
Saint-Christophe,007058,3517,Aosta,AO
Saint-Denis,007059,374,Aosta,AO
Saint-Marcel,007060,1360,Aosta,AO
Saint-Nicolas,007061,314,Aosta,AO
Saint-Oyen,007062,200,Aosta,AO
Saint-Pierre,007063,3228,Aosta,AO
Saint-Rhémy-en-Bosses,007064,329,Aosta,AO
Saint-Vincent,007065,4564,Aosta,AO
Sarre,007066,4856,Aosta,AO
Torgnon,007067,559,Aosta,AO
Valgrisenche,007068,193,Aosta,AO
Valpelline,007069,608,Aosta,AO
Valsavarenche,007070,173,Aosta,AO
Valtournenche,007071,2263,Aosta,AO
Verrayes,007072,1276,Aosta,AO
Verrès,007073,2632,Aosta,AO
Villeneuve,007074,1250,Aosta,AO
Airole,008001,370,Imperia,IM
Apricale,008002,622,Imperia,IM
Aquila d'Arroscia,008003,153,Imperia,IM
Armo,008004,117,Imperia,IM
Aurigo,008005,333,Imperia,IM
Badalucco,008006,1094,Imperia,IM
Bajardo,008007,341,Imperia,IM
Borghetto d'Arroscia,008009,417,Imperia,IM
Borgomaro,008010,835,Imperia,IM
Caravonica,008012,265,Imperia,IM
Bionaz,007010,223,Aosta,AO
Brissogne,007011,946,Aosta,AO
Brusson,007012,862,Aosta,AO
Challand-Saint-Anselme,007013,751,Aosta,AO
Challand-Saint-Victor,007014,535,Aosta,AO
Chambave,007015,908,Aosta,AO
Chamois,007016,96,Aosta,AO
Champdepraz,007017,706,Aosta,AO
Champorcher,007018,384,Aosta,AO
Charvensod,007019,2401,Aosta,AO
Châtillon,007020,4582,Aosta,AO
Cogne,007021,1350,Aosta,AO
Courmayeur,007022,2730,Aosta,AO
Donnas,007023,2460,Aosta,AO
Doues,007024,505,Aosta,AO
Emarèse,007025,226,Aosta,AO
Etroubles,007026,476,Aosta,AO
Fénis,007027,1790,Aosta,AO
Fontainemore,007028,430,Aosta,AO
Gaby,007029,448,Aosta,AO
Gignod,007030,1741,Aosta,AO
Gressan,007031,3375,Aosta,AO
Gressoney-La-Trinité,007032,314,Aosta,AO
Gressoney-Saint-Jean,007033,795,Aosta,AO
Hône,007034,1172,Aosta,AO
Introd,007035,652,Aosta,AO
Issime,007036,405,Aosta,AO
Issogne,007037,1368,Aosta,AO
Jovençan,007038,708,Aosta,AO
La Magdeleine,007039,107,Aosta,AO
La Salle,007040,2040,Aosta,AO
La Thuile,007041,797,Aosta,AO
Lillianes,007042,444,Aosta,AO
Montjovet,007043,1771,Aosta,AO
Morgex,007044,2123,Aosta,AO
Nus,007045,2971,Aosta,AO
Gorreto,010026,85,Genova,GE
Isola del Cantone,010027,1445,Genova,GE
Leivi,010029,2389,Genova,GE
Bubbiano,015035,2438,Milano,MI
Buscate,015038,4648,Milano,MI
Calvignasco,015042,1225,Milano,MI
Carpiano,015050,4168,Milano,MI
Casarile,015055,4033,Milano,MI
Cassinetta di Lugagnano,015061,1856,Milano,MI
Idro,017082,1899,Brescia,BS
Incudine,017083,357,Brescia,BS
Irma,017084,128,Brescia,BS
Isorella,017086,4126,Brescia,BS
Lavenone,017087,515,Brescia,BS
Limone sul Garda,017089,1142,Brescia,BS
Lodrino,017090,1666,Brescia,BS
Lograto,017091,3842,Brescia,BS
Lorsica,010030,422,Genova,GE
Lumarzo,010031,1504,Genova,GE
Masone,010032,3593,Genova,GE
Mele,010033,2641,Genova,GE
Mezzanego,010034,1488,Genova,GE
Mignanego,010035,3557,Genova,GE
Moconesi,010036,2468,Genova,GE
Moneglia,010037,2684,Genova,GE
Montebruno,010038,225,Genova,GE
Montoggio,010039,2022,Genova,GE
Carate Urio,013044,1144,Como,CO
Carbonate,013045,2956,Como,CO
Carimate,013046,4491,Como,CO
Carlazzo,013047,3187,Como,CO
Caslino d'Erba,013052,1665,Como,CO
Casnate con Bernate,013053,4984,Como,CO
Cassina Rizzardi,013055,3373,Como,CO
Castelmarte,013058,1257,Como,CO
Castelnuovo Bozzente,013059,907,Como,CO
Cavargna,013062,203,Como,CO
Cerano d'Intelvi,013063,545,Como,CO
Cirimido,013068,2135,Como,CO
Claino con Osteno,013071,568,Como,CO
Colonno,013074,499,Como,CO
Misano di Gera d'Adda,016135,2974,Bergamo,BG
Moio de' Calvi,016136,207,Bergamo,BG
Monasterolo del Castello,016137,1165,Bergamo,BG
Montello,016139,3313,Bergamo,BG
Morengo,016140,2511,Bergamo,BG
Mornico al Serio,016141,2968,Bergamo,BG
Mozzanica,016142,4500,Bergamo,BG
Olmo al Brembo,016145,494,Bergamo,BG
Oltre il Colle,016146,990,Bergamo,BG
Oltressenda Alta,016147,146,Bergamo,BG
Oneta,016148,583,Bergamo,BG
Onore,016149,907,Bergamo,BG
Orio al Serio,016150,1706,Bergamo,BG
Cisliano,015078,4876,Milano,MI
Colturano,015082,2064,Milano,MI
Cusago,015097,4263,Milano,MI
Dresano,015101,3012,Milano,MI
Ne,010040,2203,Genova,GE
Neirone,010041,841,Genova,GE
Orero,010042,527,Genova,GE
Pieve Ligure,010043,2485,Genova,GE
Portofino,010044,377,Genova,GE
Propata,010045,137,Genova,GE
Rezzoaglio,010048,949,Genova,GE
Ronco Scrivia,010049,4219,Genova,GE
Corrido,013077,825,Como,CO
Cremia,013083,674,Como,CO
Cucciago,013084,3495,Como,CO
Cusino,013085,224,Como,CO
Dizzasco,013087,607,Como,CO
Domaso,013089,1482,Como,CO
Dongo,013090,3289,Como,CO
Dosso del Liro,013092,248,Como,CO
Eupilio,013097,2618,Como,CO
Faggeto Lario,013098,1162,Como,CO
Faloppio,013099,4780,Como,CO
Fenegrò,013100,3227,Como,CO
Ornica,016151,147,Bergamo,BG
Pagazzano,016154,2118,Bergamo,BG
Paladina,016155,4049,Bergamo,BG
Palazzago,016156,4487,Bergamo,BG
Parre,016158,2711,Bergamo,BG
Parzanica,016159,357,Bergamo,BG
Peia,016161,1777,Bergamo,BG
Pianico,016162,1461,Bergamo,BG
Piario,016163,1065,Bergamo,BG
Piazza Brembana,016164,1205,Bergamo,BG
Piazzatorre,016165,394,Bergamo,BG
Piazzolo,016166,89,Bergamo,BG
Pognano,016167,1602,Bergamo,BG
Ponte Nossa,016168,1770,Bergamo,BG
Casalgrasso,004045,1418,Cuneo,CN
Castagnito,004046,2207,Cuneo,CN
Casteldelfino,004047,155,Cuneo,CN
Castelletto Stura,004049,1374,Cuneo,CN
Castelletto Uzzone,004050,317,Cuneo,CN
Castellinaldo d'Alba,004051,904,Cuneo,CN
Castellino Tanaro,004052,296,Cuneo,CN
Castelmagno,004053,59,Cuneo,CN
Castelnuovo di Ceva,004054,107,Cuneo,CN
Castiglione Falletto,004055,698,Cuneo,CN
Castiglione Tinella,004056,839,Cuneo,CN
Castino,004057,477,Cuneo,CN
Cavallerleone,004058,665,Cuneo,CN
Celle di Macra,004060,86,Cuneo,CN
Ceresole Alba,004062,2031,Cuneo,CN
Cerretto Langhe,004063,420,Cuneo,CN
Cervere,004065,2240,Cuneo,CN
Chiusa di Pesio,004068,3622,Cuneo,CN
Cigliè,004069,181,Cuneo,CN
Cissone,004070,86,Cuneo,CN
Clavesana,004071,809,Cuneo,CN
Corneliano d'Alba,004072,2166,Cuneo,CN
Cortemilia,004073,2269,Cuneo,CN
Cossano Belbo,004074,940,Cuneo,CN
Costigliole Saluzzo,004075,3318,Cuneo,CN
Cravanzana,004076,373,Cuneo,CN
Crissolo,004077,158,Cuneo,CN
Demonte,004079,1914,Cuneo,CN
Diano d'Alba,004080,3638,Cuneo,CN
Dogliani,004081,4677,Cuneo,CN
Elva,004083,89,Cuneo,CN
Entracque,004084,847,Cuneo,CN
Acceglio,004001,156,Cuneo,CN
Aisone,004002,216,Cuneo,CN
Albaretto della Torre,004004,231,Cuneo,CN
Alto,004005,137,Cuneo,CN
Argentera,004006,76,Cuneo,CN
Arguello,004007,200,Cuneo,CN
Bagnasco,004008,1017,Cuneo,CN
Baldissero d'Alba,004010,1066,Cuneo,CN
Barbaresco,004011,615,Cuneo,CN
Barolo,004013,680,Cuneo,CN
Bastia Mondovì,004014,643,Cuneo,CN
Battifollo,004015,219,Cuneo,CN
Beinette,004016,3461,Cuneo,CN
Bellino,004017,101,Cuneo,CN
Belvedere Langhe,004018,352,Cuneo,CN
Bene Vagienna,004019,3663,Cuneo,CN
Benevello,004020,481,Cuneo,CN
Bergolo,004021,56,Cuneo,CN
Bernezzo,004022,4170,Cuneo,CN
Bonvicino,004023,100,Cuneo,CN
Borgomale,004024,378,Cuneo,CN
Bosia,004026,174,Cuneo,CN
Bossolasco,004027,636,Cuneo,CN
Briaglia,004030,298,Cuneo,CN
Briga Alta,004031,42,Cuneo,CN
Brondello,004032,279,Cuneo,CN
Brossasco,004033,1025,Cuneo,CN
Camerana,004035,591,Cuneo,CN
Canosio,004038,78,Cuneo,CN
Caprauna,004039,92,Cuneo,CN
Caramagna Piemonte,004041,3057,Cuneo,CN
Cardè,004042,1150,Cuneo,CN
Lesegno,004108,834,Cuneo,CN
Levice,004109,196,Cuneo,CN
Limone Piemonte,004110,1456,Cuneo,CN
Lisio,004111,189,Cuneo,CN
Macra,004112,49,Cuneo,CN
Magliano Alfieri,004113,2220,Cuneo,CN
Magliano Alpi,004114,2210,Cuneo,CN
Mango,004115,1313,Cuneo,CN
Manta,004116,3820,Cuneo,CN
Marene,004117,3290,Cuneo,CN
Margarita,004118,1421,Cuneo,CN
Marmora,004119,60,Cuneo,CN
Marsaglia,004120,221,Cuneo,CN
Martiniana Po,004121,738,Cuneo,CN
Melle,004122,284,Cuneo,CN
Moiola,004123,223,Cuneo,CN
Mombarcaro,004124,262,Cuneo,CN
Mombasiglio,004125,604,Cuneo,CN
Monastero di Vasco,004126,1288,Cuneo,CN
Monasterolo Casotto,004127,82,Cuneo,CN
Monasterolo di Savigliano,004128,1379,Cuneo,CN
Monchiero,004129,572,Cuneo,CN
Casalromano,020012,1517,Mantova,MN
Castelbelforte,020013,3259,Mantova,MN
Castel d'Ario,020014,4541,Mantova,MN
Cavriana,020018,3809,Mantova,MN
Ceresara,020019,2561,Mantova,MN
Commessaggio,020020,1113,Mantova,MN
Dosolo,020022,3373,Mantova,MN
Gazoldo degli Ippoliti,020024,3019,Mantova,MN
Gazzuolo,020025,2190,Mantova,MN
Magnacavallo,020029,1475,Mantova,MN
Mariana Mantovana,020032,808,Mantova,MN
Medole,020034,4128,Mantova,MN
Monzambano,020036,4977,Mantova,MN
Motteggiana,020037,2522,Mantova,MN
Envie,004085,1967,Cuneo,CN
Farigliano,004086,1734,Cuneo,CN
Faule,004087,475,Cuneo,CN
Feisoglio,004088,298,Cuneo,CN
Frabosa Soprana,004090,745,Cuneo,CN
Frabosa Sottana,004091,1564,Cuneo,CN
Frassino,004092,269,Cuneo,CN
Gaiola,004093,576,Cuneo,CN
Gambasca,004094,341,Cuneo,CN
Garessio,004095,2987,Cuneo,CN
Genola,004096,2609,Cuneo,CN
Gorzegno,004097,264,Cuneo,CN
Gottasecca,004098,129,Cuneo,CN
Govone,004099,2294,Cuneo,CN
Grinzane Cavour,004100,2017,Cuneo,CN
Guarene,004101,3589,Cuneo,CN
Igliano,004102,66,Cuneo,CN
Isasca,004103,78,Cuneo,CN
Lagnasco,004104,1428,Cuneo,CN
La Morra,004105,2738,Cuneo,CN
Lequio Berria,004106,451,Cuneo,CN
Lequio Tanaro,004107,762,Cuneo,CN
Fornace,022089,1319,Trento,TN
Frassilongo,022090,338,Trento,TN
Garniga Terme,022091,400,Trento,TN
Giovo,022092,2519,Trento,TN
Giustino,022093,742,Trento,TN
Sarmede,026078,3038,Treviso,TV
Segusino,026079,1865,Treviso,TV
Tarzo,026084,4270,Treviso,TV
Vidor,026090,3671,Treviso,TV
Zenson di Piave,026094,1797,Treviso,TV
Annone Veneto,027001,3825,Venezia,VE
Cinto Caomaggiore,027009,3198,Venezia,VE
Cona,027010,2921,Venezia,VE
Piubega,020041,1725,Mantova,MN
Pomponesco,020043,1700,Mantova,MN
Ponti sul Mincio,020044,2327,Mantova,MN
Quingentole,020046,1124,Mantova,MN
Redondesco,020048,1240,Mantova,MN
Campitello di Fassa,022036,707,Trento,TN
Campodenno,022037,1519,Trento,TN
Canal San Bovo,022038,1477,Trento,TN
Canazei,022039,1881,Trento,TN
Capriana,022040,584,Trento,TN
Carisolo,022042,959,Trento,TN
Carzano,022043,526,Trento,TN
Castel Condino,022045,221,Trento,TN
Castello-Molina di Fiemme,022047,2319,Trento,TN
Castello Tesino,022048,1182,Trento,TN
Castelnuovo,022049,1057,Trento,TN
Cavalese,022050,4112,Trento,TN
Cavareno,022051,1107,Trento,TN
Cavedago,022052,542,Trento,TN
Cavedine,022053,3016,Trento,TN
Cavizzana,022054,234,Trento,TN
Cimone,022058,694,Trento,TN
Cinte Tesino,022059,352,Trento,TN
Cis,022060,305,Trento,TN
Civezzano,022061,4090,Trento,TN
Commezzadura,022064,996,Trento,TN
Croviana,022068,679,Trento,TN
Dambel,022071,425,Trento,TN
Denno,022074,1240,Trento,TN
Drena,022078,585,Trento,TN
Fai della Paganella,022081,912,Trento,TN
Fiavè,022083,1075,Trento,TN
Fierozzo,022085,487,Trento,TN
Folgaria,022087,3161,Trento,TN
Niella Tanaro,004151,1000,Cuneo,CN
Novello,004152,972,Cuneo,CN
Nucetto,004153,397,Cuneo,CN
Oncino,004154,82,Cuneo,CN
Ormea,004155,1557,Cuneo,CN
Ostana,004156,89,Cuneo,CN
Paesana,004157,2682,Cuneo,CN
Pagno,004158,568,Cuneo,CN
Pamparato,004159,283,Cuneo,CN
Paroldo,004160,204,Cuneo,CN
Perletto,004161,268,Cuneo,CN
Perlo,004162,112,Cuneo,CN
Pezzolo Valle Uzzone,004164,329,Cuneo,CN
Pianfei,004165,2101,Cuneo,CN
Piasco,004166,2750,Cuneo,CN
Pietraporzio,004167,76,Cuneo,CN
Piobesi d'Alba,004168,1395,Cuneo,CN
Piozzo,004169,982,Cuneo,CN
Pocapaglia,004170,3333,Cuneo,CN
Polonghera,004171,1108,Cuneo,CN
Pontechianale,004172,166,Cuneo,CN
Pradleves,004173,235,Cuneo,CN
Prazzo,004174,172,Cuneo,CN
Priero,004175,490,Cuneo,CN
Priocca,004176,2019,Cuneo,CN
Priola,004177,681,Cuneo,CN
Prunetto,004178,424,Cuneo,CN
Revello,004180,4253,Cuneo,CN
Rifreddo,004181,1056,Cuneo,CN
Rittana,004182,109,Cuneo,CN
Roaschia,004183,98,Cuneo,CN
Roascio,004184,94,Cuneo,CN
Robilante,004185,2223,Cuneo,CN
Roburent,004186,474,Cuneo,CN
Roccabruna,004187,1535,Cuneo,CN
Rocca Cigliè,004188,130,Cuneo,CN
Rocca de' Baldi,004189,1608,Cuneo,CN
Roccaforte Mondovì,004190,2121,Cuneo,CN
Roccasparvera,004191,743,Cuneo,CN
Roccavione,004192,2668,Cuneo,CN
Rocchetta Belbo,004193,156,Cuneo,CN
Roddi,004194,1607,Cuneo,CN
Roddino,004195,420,Cuneo,CN
Rodello,004196,958,Cuneo,CN
Rossana,004197,831,Cuneo,CN
Ruffia,004198,354,Cuneo,CN
Sale delle Langhe,004199,475,Cuneo,CN
Sale San Giovanni,004200,162,Cuneo,CN
Saliceto,004201,1245,Cuneo,CN
Salmour,004202,718,Cuneo,CN
Sambuco,004204,85,Cuneo,CN
Sampeyre,004205,998,Cuneo,CN
San Benedetto Belbo,004206,163,Cuneo,CN
Monesiglio,004131,610,Cuneo,CN
Monforte d'Alba,004132,1979,Cuneo,CN
Montà,004133,4687,Cuneo,CN
Montaldo di Mondovì,004134,544,Cuneo,CN
Montaldo Roero,004135,851,Cuneo,CN
Montanera,004136,741,Cuneo,CN
Montelupo Albese,004137,478,Cuneo,CN
Montemale di Cuneo,004138,226,Cuneo,CN
Monterosso Grana,004139,521,Cuneo,CN
Monteu Roero,004140,1594,Cuneo,CN
Montezemolo,004141,229,Cuneo,CN
Monticello d'Alba,004142,2365,Cuneo,CN
Moretta,004143,4069,Cuneo,CN
Morozzo,004144,2021,Cuneo,CN
Murazzano,004145,851,Cuneo,CN
Murello,004146,933,Cuneo,CN
Narzole,004147,3549,Cuneo,CN
Neive,004148,3363,Cuneo,CN
Neviglie,004149,363,Cuneo,CN
Niella Belbo,004150,363,Cuneo,CN
Azzano d'Asti,005006,381,Asti,AT
Baldichieri d'Asti,005007,1157,Asti,AT
Belveglio,005008,328,Asti,AT
Berzano di San Pietro,005009,409,Asti,AT
Bruno,005010,309,Asti,AT
Bubbio,005011,805,Asti,AT
Buttigliera d'Asti,005012,2527,Asti,AT
Calamandrana,005013,1702,Asti,AT
Calliano,005014,1287,Asti,AT
Calosso,005015,1212,Asti,AT
Camerano Casasco,005016,414,Asti,AT
Cantarana,005018,999,Asti,AT
Capriglio,005019,316,Asti,AT
Casorzo,005020,601,Asti,AT
Cassinasco,005021,599,Asti,AT
Castagnole delle Lanze,005022,3704,Asti,AT
Castagnole Monferrato,005023,1171,Asti,AT
Castel Boglione,005024,594,Asti,AT
Castell'Alfero,005025,2678,Asti,AT
Castellero,005026,305,Asti,AT
Castelletto Molina,005027,140,Asti,AT
Castello di Annone,005028,1871,Asti,AT
Castelnuovo Belbo,005029,826,Asti,AT
Castelnuovo Calcea,005030,726,Asti,AT
Castelnuovo Don Bosco,005031,3126,Asti,AT
Castel Rocchero,005032,400,Asti,AT
Vertemate con Minoprio,013242,4176,Como,CO
Zelbio,013246,197,Como,CO
San Siro,013248,1752,Como,CO
Torre de' Busi,016215,2163,Bergamo,BG
Torre de' Roveri,016216,2458,Bergamo,BG
Torre Pallavicina,016217,1114,Bergamo,BG
Ubiale Clanezzo,016221,1380,Bergamo,BG
Valbondione,016223,1015,Bergamo,BG
Valbrembo,016224,4372,Bergamo,BG
Valgoglio,016225,595,Bergamo,BG
Valleve,016226,132,Bergamo,BG
Valnegra,016227,213,Bergamo,BG
Tribiano,015222,3641,Milano,MI
Vernate,015236,3315,Milano,MI
Vizzolo Predabissi,015244,4007,Milano,MI
Rocchetta di Vara,011025,685,La Spezia,SP
Sesta Godano,011028,1329,La Spezia,SP
Varese Ligure,011029,1882,La Spezia,SP
Vernazza,011030,779,La Spezia,SP
Zignago,011032,497,La Spezia,SP
Agra,012001,408,Varese,VA
Gravedona ed Uniti,013249,4153,Como,CO
Bellagio,013250,3694,Como,CO
Alta Valle Intelvi,013253,2949,Como,CO
Centro Valle Intelvi,013254,3598,Como,CO
Solbiate con Cagno,013255,4721,Como,CO
Albaredo per San Marco,014001,286,Sondrio,SO
Albosaggia,014002,2997,Sondrio,SO
Andalo Valtellino,014003,587,Sondrio,SO
Aprica,014004,1546,Sondrio,SO
Valtorta,016229,261,Bergamo,BG
Vedeseta,016230,189,Bergamo,BG
Vertova,016234,4553,Bergamo,BG
Viadanica,016235,1131,Bergamo,BG
Vigano San Martino,016236,1349,Bergamo,BG
Vigolo,016237,579,Bergamo,BG
Villa d'Adda,016238,4645,Bergamo,BG
Villa d'Ogna,016241,1832,Bergamo,BG
Vilminore di Scalve,016243,1447,Bergamo,BG
Zandobbio,016244,2738,Bergamo,BG
Adrara San Martino,016001,2191,Bergamo,BG
Adrara San Rocco,016002,812,Bergamo,BG
Ambivere,016009,2392,Bergamo,BG
Antegnate,016010,3224,Bergamo,BG
Arcene,016011,4858,Bergamo,BG
Ardesio,016012,3428,Bergamo,BG
Arzago d'Adda,016013,2737,Bergamo,BG
Arsago Seprio,012005,4835,Varese,VA
Azzate,012006,4691,Varese,VA
Azzio,012007,763,Varese,VA
Barasso,012008,1683,Varese,VA
Bardello,012009,1616,Varese,VA
Bedero Valcuvia,012010,659,Varese,VA
Besano,012011,2549,Varese,VA
Biandronno,012014,3287,Varese,VA
Bisuschio,012015,4389,Varese,VA
Bodio Lomnago,012016,2215,Varese,VA
Brebbia,012017,3208,Varese,VA
Bregano,012018,862,Varese,VA
Brenta,012019,1723,Varese,VA
Brezzo di Bedero,012020,1236,Varese,VA
Brinzio,012021,799,Varese,VA
Cazzago Brabbia,012049,817,Varese,VA
Cittiglio,012051,3832,Varese,VA
Clivio,012052,1943,Varese,VA
Cocquio-Trevisago,012053,4699,Varese,VA
Comabbio,012054,1209,Varese,VA
Comerio,012055,2931,Varese,VA
Cremenaga,012056,785,Varese,VA
Crosio della Valle,012057,609,Varese,VA
Cuasso al Monte,012058,3611,Varese,VA
Cugliate-Fabiasco,012059,3099,Varese,VA
Cunardo,012060,2991,Varese,VA
Curiglia con Monteviasco,012061,165,Varese,VA
Cuveglio,012062,3341,Varese,VA
Cuvio,012063,1673,Varese,VA
Daverio,012064,3035,Varese,VA
Dumenza,012065,1490,Varese,VA
Duno,012066,124,Varese,VA
Gerola Alta,014031,157,Sondrio,SO
Gordona,014032,1957,Sondrio,SO
Grosio,014033,4471,Sondrio,SO
Grosotto,014034,1670,Sondrio,SO
Madesimo,014035,533,Sondrio,SO
Lanzada,014036,1300,Sondrio,SO
Bienno,017018,3771,Brescia,BS
Bione,017019,1336,Brescia,BS
Borno,017022,2667,Brescia,BS
Bovegno,017024,2094,Brescia,BS
Brandico,017026,1710,Brescia,BS
Braone,017027,690,Brescia,BS
Caprino Bergamasco,016052,3086,Bergamo,BG
Carobbio degli Angeli,016055,4823,Bergamo,BG
Carona,016056,300,Bergamo,BG
Carvico,016057,4713,Bergamo,BG
Casazza,016058,3970,Bergamo,BG
Casirate d'Adda,016059,4121,Bergamo,BG
Casnigo,016060,3186,Bergamo,BG
Cassiglio,016061,113,Bergamo,BG
Castel Rozzone,016063,2847,Bergamo,BG
Castione della Presolana,016064,3391,Bergamo,BG
Castro,016065,1292,Bergamo,BG
Cavernago,016066,2635,Bergamo,BG
Ferrera di Varese,012069,699,Varese,VA
Galliate Lombardo,012071,996,Varese,VA
Gazzada Schianno,012073,4626,Varese,VA
Gemonio,012074,2882,Varese,VA
Germignaga,012076,3897,Varese,VA
Golasecca,012077,2635,Varese,VA
Gorla Maggiore,012078,4947,Varese,VA
Gornate Olona,012080,2171,Varese,VA
Grantola,012081,1255,Varese,VA
Inarzo,012082,1066,Varese,VA
Leggiuno,012088,3738,Varese,VA
Lovero,014038,630,Sondrio,SO
Mantello,014039,742,Sondrio,SO
Mazzo di Valtellina,014040,995,Sondrio,SO
Mello,014041,940,Sondrio,SO
Mese,014043,1821,Sondrio,SO
Montagna in Valtellina,014044,2966,Sondrio,SO
Novate Mezzola,014046,1904,Sondrio,SO
Pedesina,014047,37,Sondrio,SO
Piantedo,014048,1407,Sondrio,SO
Breno,017028,4814,Brescia,BS
Brione,017030,735,Brescia,BS
Caino,017031,2134,Brescia,BS
Calvagese della Riviera,017033,3583,Brescia,BS
Capo di Ponte,017035,2441,Brescia,BS
Capovalle,017036,349,Brescia,BS
Capriano del Colle,017037,4616,Brescia,BS
Cazzano Sant'Andrea,016067,1645,Bergamo,BG
Cenate Sopra,016068,2552,Bergamo,BG
Cenate Sotto,016069,3904,Bergamo,BG
Cene,016070,4166,Bergamo,BG
Cerete,016071,1588,Bergamo,BG
Chignolo d'Isola,016072,3448,Bergamo,BG
Colere,016078,1122,Bergamo,BG
Colzate,016080,1648,Bergamo,BG
Comun Nuovo,016081,4436,Bergamo,BG
Lozza,012091,1258,Varese,VA
Luvinate,012093,1340,Varese,VA
Malgesso,012095,1270,Varese,VA
Marchirolo,012097,3597,Varese,VA
Marzio,012099,316,Varese,VA
