COMUNE,PRO_COM_T,Abitanti,COD_PROV,CC_UTS
Pico,"060051","2774","60","0"
Piglio,"060053","4530","60","0"
Pignataro Interamna,"060054","2504","60","0"
Pofi,"060055","4059","60","0"
Colle Sannita,"062025","2321","62","0"
Cusano Mutri,"062026","3959","62","0"
Dugenta,"062027","2751","62","0"
Durazzano,"062028","2173","62","0"
Faicchio,"062029","3545","62","0"
Foglianise,"062030","3240","62","0"
Foiano di Val Fortore,"062031","1396","62","0"
Forchia,"062032","1219","62","0"
Fragneto l'Abate,"062033","999","62","0"
Fragneto Monforte,"062034","1772","62","0"
Frasso Telesino,"062035","2206","62","0"
Ginestra degli Schiavoni,"062036","439","62","0"
Montaguto,"064051","373","64","0"
Montecalvo Irpino,"064052","3502","64","0"
Montefalcione,"064053","3235","64","0"
Montefredane,"064055","2166","64","0"
Montefusco,"064056","1260","64","0"
Montemarano,"064058","2741","64","0"
Rutino,"065112","791","65","0"
Sacco,"065113","454","65","0"
Salento,"065115","1929","65","0"
Salvitelle,"065117","508","65","0"
San Giovanni a Piro,"065119","3719","65","0"
San Gregorio Magno,"065120","4089","65","0"
San Mango Piemonte,"065121","2702","65","0"
San Mauro Cilento,"065123","868","65","0"
Posta Fibreno,"060057","1092","60","0"
Rocca d'Arce,"060059","937","60","0"
San Biagio Saracinisco,"060061","315","60","0"
San Donato Val di Comino,"060062","1985","60","0"
San Giorgio a Liri,"060063","3092","60","0"
San Giovanni Incarico,"060064","3221","60","0"
Guardia Sanframondi,"062037","4807","62","0"
Limatola,"062038","4140","62","0"
Melizzano,"062039","1787","62","0"
Moiano,"062040","4129","62","0"
Molinara,"062041","1537","62","0"
Montefalcone di Val Fortore,"062042","1398","62","0"
Morcone,"062044","4752","62","0"
Paduli,"062045","3826","62","0"
Pago Veiano,"062046","2367","62","0"
Monteverde,"064060","740","64","0"
Morra De Sanctis,"064063","1188","64","0"
Moschiano,"064064","1634","64","0"
Nusco,"064066","4068","64","0"
Ospedaletto d'Alpinolo,"064067","2150","64","0"
Pago del Vallo di Lauro,"064068","1761","64","0"
Parolise,"064069","646","64","0"
Paternopoli,"064070","2272","64","0"
Petruro Irpino,"064071","289","64","0"
Pietradefusi,"064072","2167","64","0"
Pietrastornina,"064073","1473","64","0"
Prata di Principato Ultra,"064074","2911","64","0"
Pratola Serra,"064075","3735","64","0"
Quadrelle,"064076","1881","64","0"
San Mauro la Bruca,"065124","549","65","0"
San Pietro al Tanagro,"065125","1689","65","0"
San Rufo,"065126","1680","65","0"
Santa Marina,"065127","3243","65","0"
Sant'Angelo a Fasanella,"065128","546","65","0"
Sant'Arsenio,"065129","2771","65","0"
Santomenna,"065131","414","65","0"
Sant'Ambrogio sul Garigliano,"060065","931","60","0"
Sant'Andrea del Garigliano,"060066","1393","60","0"
Sant'Apollinare,"060067","1872","60","0"
Santopadre,"060069","1277","60","0"
San Vittore del Lazio,"060070","2549","60","0"
Serrone,"060071","3015","60","0"
Settefrati,"060072","720","60","0"
Sgurgola,"060073","2513","60","0"
Strangolagalli,"060075","2371","60","0"
Pannarano,"062047","2106","62","0"
Paolisi,"062048","2072","62","0"
Paupisi,"062049","1663","62","0"
Pesco Sannita,"062050","1922","62","0"
Pietraroja,"062051","516","62","0"
Pietrelcina,"062052","3008","62","0"
Ponte,"062053","2512","62","0"
Pontelandolfo,"062054","2082","62","0"
Puglianello,"062055","1360","62","0"
Reino,"062056","1153","62","0"
San Bartolomeo in Galdo,"062057","4573","62","0"
Quindici,"064077","1906","64","0"
Roccabascerana,"064078","2341","64","0"
Rocca San Felice,"064079","818","64","0"
Rotondi,"064080","3585","64","0"
Salza Irpina,"064081","741","64","0"
San Mango sul Calore,"064082","1137","64","0"
San Martino Valle Caudina,"064083","4884","64","0"
San Michele di Serino,"064084","2488","64","0"
San Nicola Baronia,"064085","760","64","0"
San Potito Ultra,"064086","1558","64","0"
San Sossio Baronia,"064087","1567","64","0"
Santa Lucia di Serino,"064088","1386","64","0"
Sant'Andrea di Conza,"064089","1381","64","0"
Sant'Angelo all'Esca,"064090","748","64","0"
Sant'Angelo a Scala,"064091","740","64","0"
Sanza,"065133","2477","65","0"
Sassano,"065136","4868","65","0"
Scala,"065138","1522","65","0"
Serramezzana,"065139","292","65","0"
Serre,"065140","3877","65","0"
Sessa Cilento,"065141","1244","65","0"
Supino,"060076","4828","60","0"
Terelle,"060077","329","60","0"
Torre Cajetani,"060078","1367","60","0"
Torrice,"060079","4826","60","0"
Trevi nel Lazio,"060080","1798","60","0"
Trivigliano,"060081","1638","60","0"
Vallecorsa,"060082","2523","60","0"
Vallemaio,"060083","908","60","0"
Vallerotonda,"060084","1480","60","0"
San Giorgio La Molara,"062059","2923","62","0"
San Leucio del Sannio,"062060","3021","62","0"
San Lorenzello,"062061","2188","62","0"
San Lorenzo Maggiore,"062062","2036","62","0"
San Lupo,"062063","736","62","0"
San Marco dei Cavoti,"062064","3170","62","0"
San Martino Sannita,"062065","1204","62","0"
San Nazzaro,"062066","870","62","0"
San Nicola Manfredi,"062067","3650","62","0"
San Salvatore Telesino,"062068","3985","62","0"
Santa Croce del Sannio,"062069","869","62","0"
Sant'Angelo dei Lombardi,"064092","4080","64","0"
Santa Paolina,"064093","1257","64","0"
Santo Stefano del Sole,"064095","2108","64","0"
Savignano Irpino,"064096","1087","64","0"
Scampitella,"064097","1126","64","0"
Senerchia,"064098","770","64","0"
Sirignano,"064100","2841","64","0"
Sorbo Serpico,"064102","571","64","0"
Sperone,"064103","3763","64","0"
Sturno,"064104","3011","64","0"
Summonte,"064105","1525","64","0"
Sicignano degli Alburni,"065143","3268","65","0"
Stella Cilento,"065144","689","65","0"
Stio,"065145","802","65","0"
Torchiara,"065147","1850","65","0"
Torraca,"065148","1233","65","0"
Torre Orsaia,"065149","2062","65","0"
Tortorella,"065150","498","65","0"
Vicalvi,"060086","746","60","0"
Vico nel Lazio,"060087","2159","60","0"
Villa Latina,"060088","1212","60","0"
Villa Santa Lucia,"060089","2574","60","0"
Villa Santo Stefano,"060090","1699","60","0"
Viticuso,"060091","308","60","0"
Ailano,"061001","1333","61","0"
Sant'Angelo a Cupolo,"062071","4310","62","0"
Sassinoro,"062072","641","62","0"
Solopaca,"062073","3679","62","0"
Tocco Caudio,"062075","1464","62","0"
Torrecuso,"062076","3375","62","0"
Vitulano,"062077","2865","62","0"
Sant'Arcangelo Trimonte,"062078","521","62","0"
Taurano,"064106","1513","64","0"
Taurasi,"064107","2277","64","0"
Teora,"064108","1459","64","0"
Torella dei Lombardi,"064109","2022","64","0"
Torre Le Nocelle,"064110","1251","64","0"
Torrioni,"064111","483","64","0"
Trevico,"064112","908","64","0"
Tufo,"064113","831","64","0"
Vallata,"064114","2620","64","0"
Vallesaccarda,"064115","1279","64","0"
Venticano,"064116","2458","64","0"
Villamaina,"064117","930","64","0"
Villanova del Battista,"064118","1553","64","0"
Volturara Irpina,"064119","3125","64","0"
Tramonti,"065151","4131","65","0"
Trentinara,"065152","1600","65","0"
Valle dell'Angelo,"065153","225","65","0"
Valva,"065155","1617","65","0"
Vibonati,"065156","3268","65","0"
Acciano,"066001","312","66","0"
Aielli,"066002","1469","66","0"
Alvignano,"061003","4714","61","0"
Baia e Latina,"061006","2089","61","0"
Caianello,"061008","1833","61","0"
Camigliano,"061011","1989","61","0"
Carbonara di Nola,"063015","2498","63","0"
Zungoli,"064120","1037","64","0"
Acerno,"065001","2613","65","0"
Alfano,"065004","989","65","0"
Aquara,"065008","1423","65","0"
Alfedena,"066003","917","66","0"
Anversa degli Abruzzi,"066004","325","66","0"
Ateleta,"066005","1120","66","0"
Balsorano,"066007","3379","66","0"
Barete,"066008","638","66","0"
Barisciano,"066009","1712","66","0"
Barrea,"066010","713","66","0"
Capriati a Volturno,"061014","1539","61","0"
Castel Campagnano,"061023","1507","61","0"
Casamarciano,"063018","3213","63","0"
Casola di Napoli,"063022","3791","63","0"
Comiziano,"063029","1744","63","0"
Atena Lucana,"065010","2417","65","0"
Atrani,"065011","837","65","0"
Auletta,"065012","2217","65","0"
Bellosguardo,"065015","746","65","0"
Buccino,"065017","4778","65","0"
Sperlinga,"086017","712","86","0"
Villarosa,"086020","4646","86","0"
Aci Bonaccorsi,"087001","3542","87","0"
Scala Coeli,"078137","895","78","0"
Scigliano,"078139","1177","78","0"
Serra d'Aiello,"078140","511","78","0"
Spezzano della Sila,"078143","4399","78","0"
Tarsia,"078145","1948","78","0"
Giuggianello,"075032","1155","75","0"
Giurdignano,"075033","1948","75","0"
Nemoli,"076054","1424","76","0"
Noepoli,"076055","787","76","0"
Oppido Lucano,"076056","3685","76","0"
Palazzo San Gervasio,"076057","4690","76","0"
Pescopagano,"076058","1787","76","0"
Aprigliano,"078012","2690","78","0"
Belmonte Calabro,"078013","1916","78","0"
Belsito,"078014","914","78","0"
Bianchi,"078016","1257","78","0"
Bocchigliero,"078018","1181","78","0"
Martignano,"075041","1630","75","0"
Melpignano,"075045","2208","75","0"
Miggiano,"075046","3426","75","0"
Pietragalla,"076060","3992","76","0"
Pietrapertosa,"076061","958","76","0"
Rapolla,"076064","4289","76","0"
Bonifati,"078019","2733","78","0"
Buonvicino,"078020","2145","78","0"
Calopezzati,"078021","1338","78","0"
Caloveto,"078022","1172","78","0"
Campana,"078023","1629","78","0"
Canna,"078024","680","78","0"
Carolei,"078026","3280","78","0"
Carpanzano,"078027","226","78","0"
Terranova da Sibari,"078146","4922","78","0"
Terravecchia,"078147","675","78","0"
Torano Castello,"078148","4543","78","0"
Vaccarizzo Albanese,"078152","1086","78","0"
Verbicaro,"078153","2819","78","0"
Zumpano,"078155","2666","78","0"
Minervino di Lecce,"075047","3559","75","0"
Montesano Salentino,"075049","2646","75","0"
Morciano di Leuca,"075050","3178","75","0"
Muro Leccese,"075051","4890","75","0"
Nociglia,"075054","2215","75","0"
Ortelle,"075056","2317","75","0"
Rapone,"076065","913","76","0"
Ripacandida,"076067","1651","76","0"
Rivello,"076068","2674","76","0"
Roccanova,"076069","1413","76","0"
Rotonda,"076070","3389","76","0"
Ruoti,"076071","3465","76","0"
Castiglione Cosentino,"078030","2874","78","0"
Castroregio,"078032","252","78","0"
Palmariggi,"075058","1433","75","0"
Patù,"075060","1655","75","0"
Ruvo del Monte,"076072","1035","76","0"
San Chirico Nuovo,"076073","1264","76","0"
San Chirico Raparo,"076074","966","76","0"
San Costantino Albanese,"076075","643","76","0"
San Fele,"076076","2785","76","0"
San Martino d'Agri,"076077","705","76","0"
Celico,"078034","2770","78","0"
Cellara,"078035","483","78","0"
Cerchiara di Calabria,"078036","2337","78","0"
Cerisano,"078037","3047","78","0"
Cervicati,"078038","810","78","0"
Cerzeto,"078039","1315","78","0"
Castel di Iudica,"087013","4448","87","0"
Castiglione di Sicilia,"087014","3082","87","0"
Salve,"075066","4555","75","0"
Sanarica,"075067","1477","75","0"
San Pietro in Lama,"075071","3508","75","0"
Santa Cesarea Terme,"075072","2983","75","0"
Seclì,"075074","1858","75","0"
Sogliano Cavour,"075075","3984","75","0"
Specchia,"075077","4722","75","0"
San Severino Lucano,"076078","1462","76","0"
Sant'Angelo Le Fratte,"076079","1376","76","0"
Sarconi,"076081","1423","76","0"
Sasso di Castalda,"076082","795","76","0"
Satriano di Lucania,"076083","2291","76","0"
Savoia di Lucania,"076084","1065","76","0"
Civita,"078041","872","78","0"
Cleto,"078042","1235","78","0"
Colosimi,"078043","1182","78","0"
Cropalati,"078046","1032","78","0"
Dipignano,"078049","4319","78","0"
Licodia Eubea,"087020","3005","87","0"
Spongano,"075078","3580","75","0"
Sternatia,"075080","2218","75","0"
Supersano,"075081","4296","75","0"
Surano,"075082","1592","75","0"
Tiggiano,"075086","2865","75","0"
Spinoso,"076086","1401","76","0"
Teana,"076087","568","76","0"
Terranova di Pollino,"076088","1116","76","0"
Domanico,"078050","935","78","0"
Fagnano Castello,"078051","3695","78","0"
Falconara Albanese,"078052","1384","78","0"
Figline Vegliaturo,"078053","1152","78","0"
Firmo,"078054","1973","78","0"
Fiumefreddo Bruzio,"078055","2889","78","0"
Francavilla Marittima,"078056","2870","78","0"
Frascineto,"078057","1979","78","0"
Grimaldi,"078059","1618","78","0"
Maletto,"087022","3697","87","0"
Milo,"087026","1041","87","0"
Mirabella Imbaccari,"087028","4577","87","0"
Uggiano la Chiesa,"075091","4361","75","0"
Zollino,"075094","1904","75","0"
San Cassiano,"075095","1993","75","0"
Castro,"075096","2344","75","0"
Tolve,"076090","3140","76","0"
Tramutola,"076091","2992","76","0"
Trecchina,"076092","2222","76","0"
Trivigno,"076093","617","76","0"
Vaglio Basilicata,"076094","1942","76","0"
Grisolia,"078060","2227","78","0"
Guardia Piemontese,"078061","1802","78","0"
Lago,"078062","2458","78","0"
Laino Borgo,"078063","1828","78","0"
Laino Castello,"078064","791","78","0"
Lappano,"078065","909","78","0"
Lattarico,"078066","3931","78","0"
Longobardi,"078067","2302","78","0"
Piedimonte Etneo,"087035","4078","87","0"
Raddusa,"087036","2979","87","0"
Abriola,"076001","1379","76","0"
Oliveto Lucano,"077019","381","77","0"
Piane Crati,"078097","1411","78","0"
Pietrafitta,"078098","1215","78","0"
Pietrapaola,"078099","1066","78","0"
Plataci,"078100","683","78","0"
Rocca Imperiale,"078103","3312","78","0"
Filiano,"076032","2837","76","0"
Forenza,"076033","1959","76","0"
Francavilla in Sinni,"076034","4132","76","0"
Gallicchio,"076035","842","76","0"
Pomarico,"077022","4001","77","0"
Rotondella,"077023","2541","77","0"
Salandra,"077024","2653","77","0"
San Giorgio Lucano,"077025","1112","77","0"
Rose,"078106","4354","78","0"
Roseto Capo Spulico,"078107","1916","78","0"
Rota Greca,"078109","1060","78","0"
Rovito,"078110","3143","78","0"
San Basile,"078111","1019","78","0"
San Benedetto Ullano,"078112","1464","78","0"
San Cosmo Albanese,"078113","601","78","0"
San Demetrio Corone,"078114","3282","78","0"
Buccheri,"089003","1889","89","0"
Buscemi,"089004","995","89","0"
Grumento Nova,"076037","1654","76","0"
Guardia Perticara,"076038","537","76","0"
Latronico,"076040","4288","76","0"
Laurenzana,"076041","1681","76","0"
San Mauro Forte,"077026","1405","77","0"
Stigliano,"077027","3914","77","0"
Tursi,"077029","4901","77","0"
San Donato di Ninea,"078115","1235","78","0"
San Fili,"078116","2601","78","0"
Sangineto,"078117","1269","78","0"
San Giorgio Albanese,"078118","1364","78","0"
San Lorenzo Bellizzi,"078120","574","78","0"
Cassaro,"089007","751","89","0"
Ferla,"089008","2400","89","0"
Maratea,"076044","4995","76","0"
Marsico Nuovo,"076045","4048","76","0"
Valsinni,"077030","1423","77","0"
Acquaformosa,"078001","1064","78","0"
Acquappesa,"078002","1803","78","0"
Aiello Calabro,"078004","1607","78","0"
San Lorenzo del Vallo,"078121","3204","78","0"
San Martino di Finita,"078124","985","78","0"
San Nicola Arcella,"078125","1973","78","0"
San Pietro in Amantea,"078126","506","78","0"
San Pietro in Guarano,"078127","3573","78","0"
San Sosti,"078128","2098","78","0"
Cursi,"075025","4037","75","0"
Diso,"075027","2903","75","0"
Maschito,"076047","1570","76","0"
Missanello,"076049","539","76","0"
Moliterno,"076050","3771","76","0"
Montemilone,"076051","1510","76","0"
Montemurro,"076052","1160","76","0"
Aieta,"078005","767","78","0"
Albidona,"078006","1243","78","0"
Alessandria del Carretto,"078007","384","78","0"
Altilia,"078008","684","78","0"
Altomonte,"078009","4320","78","0"
Amendolara,"078011","2854","78","0"
Santa Caterina Albanese,"078129","1192","78","0"
Santa Domenica Talao,"078130","1200","78","0"
Sant'Agata di Esaro,"078131","1786","78","0"
Santa Sofia d'Epiro,"078133","2407","78","0"
Santo Stefano di Rogliano,"078134","1691","78","0"
San Vincenzo La Costa,"078135","2115","78","0"
Saracena,"078136","3615","78","0"
Agnone,"094002","4901","94","0"
Bagnoli del Trigno,"094003","675","94","0"
Belmonte del Sannio,"094004","695","94","0"
Cantalupo nel Sannio,"094005","752","94","0"
Capracotta,"094006","837","94","0"
Carovilli,"094007","1286","94","0"
Carpinone,"094008","1087","94","0"
Mondaino,"099006","1355","99","0"
Montefiore Conca,"099008","2236","99","0"
Montegridolfo,"099009","996","99","0"
Saludecio,"099015","3065","99","0"
Luogosanto,"090036","1860","90","0"
Luras,"090037","2486","90","0"
Mara,"090038","562","90","0"
Martis,"090039","478","90","0"
Monteleone Rocca Doria,"090040","107","90","0"
Monti,"090041","2399","90","0"
Lula,"091043","1318","91","0"
Mamoiada,"091046","2472","91","0"
Meana Sardo,"091047","1691","91","0"
Noragugume,"091050","289","91","0"
Andorno Micca,"096002","3130","96","0"
Benna,"096003","1146","96","0"
Bioglio,"096005","875","96","0"
Borriana,"096006","885","96","0"
Brusnengo,"096007","2027","96","0"
Callabiana,"096008","141","96","0"
Camandona,"096009","320","96","0"
Camburzano,"096010","1148","96","0"
Caprile,"096013","185","96","0"
Castel del Giudice,"094009","311","94","0"
Castelpetroso,"094010","1620","94","0"
Castelpizzuto,"094011","157","94","0"
Castel San Vincenzo,"094012","481","94","0"
Castelverrino,"094013","105","94","0"
Cerro al Volturno,"094014","1200","94","0"
Chiauci,"094015","204","94","0"
Civitanova del Sannio,"094016","926","94","0"
Colli a Volturno,"094017","1343","94","0"
Conca Casale,"094018","173","94","0"
Mores,"090042","1873","90","0"
Muros,"090043","829","90","0"
Nughedu San Nicolò,"090044","783","90","0"
Nule,"090045","1336","90","0"
Nulvi,"090046","2699","90","0"
Olmedo,"090048","4185","90","0"
Oschiri,"090049","3142","90","0"
Ollolai,"091056","1240","91","0"
Olzai,"091057","820","91","0"
Onanì,"091058","372","91","0"
Onifai,"091059","719","91","0"
Oniferi,"091060","900","91","0"
Casapinta,"096014","408","96","0"
Castelletto Cervo,"096015","826","96","0"
Cavaglià,"096016","3571","96","0"
Cerrione,"096018","2846","96","0"
Coggiola,"096019","1742","96","0"
Crevacuore,"096021","1476","96","0"
Curino,"096023","468","96","0"
Donato,"096024","716","96","0"
Dorzano,"096025","545","96","0"
Gaglianico,"096026","3823","96","0"
Gifflenga,"096027","109","96","0"
Filignano,"094019","610","94","0"
Forlì del Sannio,"094020","643","94","0"
Fornelli,"094021","1906","94","0"
Frosolone,"094022","2985","94","0"
Longano,"094024","663","94","0"
Macchia d'Isernia,"094025","1065","94","0"
Macchiagodena,"094026","1756","94","0"
Osilo,"090050","2937","90","0"
Orani,"091061","2806","91","0"
Orgosolo,"091062","4117","91","0"
Orotelli,"091064","1962","91","0"
Ortueri,"091066","1094","91","0"
Orune,"091067","2238","91","0"
Graglia,"096028","1495","96","0"
Magnano,"096030","386","96","0"
Massazza,"096031","537","96","0"
Masserano,"096032","2036","96","0"
Mezzana Mortigliengo,"096033","490","96","0"
Miagliano,"096034","580","96","0"
Mongrando,"096035","3833","96","0"
Mottalciata,"096037","1328","96","0"
Muzzano,"096038","591","96","0"
Netro,"096039","941","96","0"
Occhieppo Inferiore,"096040","3852","96","0"
Occhieppo Superiore,"096041","2694","96","0"
Pettinengo,"096042","1503","96","0"
Miranda,"094027","970","94","0"
Montaquila,"094028","2385","94","0"
Montenero Val Cocchiara,"094029","517","94","0"
Monteroduni,"094030","2090","94","0"
Pesche,"094031","1668","94","0"
Pescolanciano,"094032","829","94","0"
Pescopennataro,"094033","257","94","0"
Acerenza,"076002","2268","76","0"
Albano di Lucania,"076003","1381","76","0"
Anzi,"076004","1597","76","0"
Armento,"076005","580","76","0"
Vietri di Potenza,"076096","2773","76","0"
Viggianello,"076097","2867","76","0"
Viggiano,"076098","3357","76","0"
Ginestra,"076099","724","76","0"
Paterno,"076100","3224","76","0"
Accettura,"077001","1718","77","0"
Longobucco,"078068","2875","78","0"
Lungro,"078069","2364","78","0"
Maierà,"078071","1198","78","0"
Malito,"078072","753","78","0"
Malvito,"078073","1751","78","0"
Mandatoriccio,"078074","2715","78","0"
San Cono,"087040","2582","87","0"
San Michele di Ganzaria,"087043","3136","87","0"
Atella,"076006","3812","76","0"
Balvano,"076008","1794","76","0"
Banzi,"076009","1284","76","0"
Baragiano,"076010","2580","76","0"
Barile,"076011","2746","76","0"
Aliano,"077002","907","77","0"
Calciano,"077004","685","77","0"
Cirigliano,"077005","310","77","0"
Colobraro,"077006","1131","77","0"
Craco,"077007","668","77","0"
Mangone,"078075","1904","78","0"
Marano Marchesato,"078076","3436","78","0"
Marano Principato,"078077","3129","78","0"
Marzi,"078078","967","78","0"
Mongrassano,"078080","1530","78","0"
Montegiordano,"078082","1706","78","0"
Sant'Alfio,"087046","1560","87","0"
Bella,"076012","4916","76","0"
Brienza,"076013","3967","76","0"
Brindisi Montagna,"076014","854","76","0"
Calvello,"076015","1851","76","0"
Calvera,"076016","365","76","0"
Campomaggiore,"076017","754","76","0"
Cancellara,"076018","1215","76","0"
Garaguso,"077009","1025","77","0"
Gorgoglione,"077010","911","77","0"
Grassano,"077011","4978","77","0"
Grottole,"077012","2149","77","0"
Morano Calabro,"078083","4262","78","0"
Mormanno,"078084","2798","78","0"
Mottafollone,"078085","1151","78","0"
Nocara,"078086","354","78","0"
Oriolo,"078087","1993","78","0"
Mazzarrone,"087056","3997","87","0"
Maniace,"087057","3762","87","0"
Ragalna,"087058","4047","87","0"
Carbone,"076019","567","76","0"
San Paolo Albanese,"076020","228","76","0"
Castelgrande,"076021","876","76","0"
Castelluccio Inferiore,"076022","1993","76","0"
Castelluccio Superiore,"076023","749","76","0"
Castelmezzano,"076024","756","76","0"
Castelsaraceno,"076025","1271","76","0"
Castronuovo di Sant'Andrea,"076026","966","76","0"
Irsina,"077013","4632","77","0"
Miglionico,"077015","2447","77","0"
Orsomarso,"078088","1198","78","0"
Paludi,"078089","1031","78","0"
Panettieri,"078090","316","78","0"
Papasidero,"078092","665","78","0"
Parenti,"078093","2108","78","0"
Paterno Calabro,"078094","1383","78","0"
Pedivigliano,"078096","807","78","0"
Giarratana,"088004","2862","88","0"
Monterosso Almo,"088007","2886","88","0"
Cersosimo,"076027","589","76","0"
Chiaromonte,"076028","1868","76","0"
Corleto Perticara,"076029","2461","76","0"
Episcopia,"076030","1329","76","0"
Fardella,"076031","577","76","0"
Roccapalumba,"082062","2385","82","0"
San Mauro Castelverde,"082065","1470","82","0"
Santa Cristina Gela,"082066","997","82","0"
Sciara,"082068","2674","82","0"
Serrastretta,"079129","3039","79","0"
Sersale,"079130","4436","79","0"
Settingiano,"079131","3137","79","0"
Simeri Crichi,"079133","4708","79","0"
Sorbo San Basile,"079134","792","79","0"
Buseto Palizzolo,"081002","2855","81","0"
Castrofilippo,"084013","2786","84","0"
Cattolica Eraclea,"084014","3491","84","0"
Cianciana,"084015","3322","84","0"
Comitini,"084016","896","84","0"
Sclafani Bagni,"082069","397","82","0"
Torretta,"082072","4319","82","0"
Trappeto,"082074","3102","82","0"
Ustica,"082075","1302","82","0"
Valledolmo,"082076","3400","82","0"
Soveria Mannelli,"079138","2971","79","0"
Soveria Simeri,"079139","1508","79","0"
Squillace,"079142","3629","79","0"
Stalettì,"079143","2388","79","0"
Taverna,"079146","2562","79","0"
Tiriolo,"079147","3746","79","0"
Torre di Ruggiero,"079148","972","79","0"
Favignana,"081009","4313","81","0"
Gibellina,"081010","3931","81","0"
Joppolo Giancaxio,"084019","1151","84","0"
Lucca Sicula,"084022","1752","84","0"
Ventimiglia di Sicilia,"082077","1869","82","0"
Vicari,"082078","2559","82","0"
Villafrati,"082080","3271","82","0"
Scillato,"082081","613","82","0"
Blufi,"082082","931","82","0"
Alcara li Fusi,"083001","1812","83","0"
Alì,"083002","710","83","0"
Alì Terme,"083003","2446","83","0"
Vallefiorita,"079151","1618","79","0"
Zagarise,"079157","1526","79","0"
Africo,"080001","2899","80","0"
Agnana Calabra,"080002","498","80","0"
Anoia,"080003","2102","80","0"
Montallegro,"084024","2484","84","0"
Montevago,"084025","2876","84","0"
Antillo,"083004","860","83","0"
Basicò,"083006","577","83","0"
Capizzi,"083008","2977","83","0"
Capri Leone,"083010","4419","83","0"
Caronia,"083011","3136","83","0"
Casalvecchio Siculo,"083012","763","83","0"
Castel di Lucio,"083013","1250","83","0"
Castell'Umberto,"083014","2965","83","0"
Antonimina,"080004","1248","80","0"
Bagaladi,"080006","977","80","0"
Benestare,"080008","2515","80","0"
Bianco,"080009","4151","80","0"
Bivongi,"080010","1257","80","0"
Bova,"080011","410","80","0"
Poggioreale,"081016","1454","81","0"
Salaparuta,"081017","1615","81","0"
Santa Ninfa,"081019","4955","81","0"
San Vito Lo Capo,"081020","4818","81","0"
Realmonte,"084032","4485","84","0"
Calascibetta,"086005","4309","86","0"
Castelmola,"083015","1094","83","0"
Castroreale,"083016","2336","83","0"
Cesarò,"083017","2257","83","0"
Condrò,"083018","483","83","0"
Falcone,"083019","2729","83","0"
Ficarra,"083020","1376","83","0"
Fiumedinisi,"083021","1332","83","0"
Floresta,"083022","456","83","0"
Bova Marina,"080013","4205","80","0"
Brancaleone,"080014","3460","80","0"
Bruzzano Zeffirio,"080015","1104","80","0"
Calanna,"080016","820","80","0"
Camini,"080017","745","80","0"
Campo Calabro,"080018","4521","80","0"
Candidoni,"080019","421","80","0"
Canolo,"080020","686","80","0"
Caraffa del Bianco,"080021","483","80","0"
Vita,"081023","1897","81","0"
Alia,"082001","3510","82","0"
Alimena,"082002","1915","82","0"
Catenanuova,"086006","4636","86","0"
Cerami,"086008","1916","86","0"
Fondachelli-Fantina,"083023","1021","83","0"
Forza d'Agrò,"083024","889","83","0"
Francavilla di Sicilia,"083025","3725","83","0"
Frazzanò,"083026","621","83","0"
Furci Siculo,"083027","3230","83","0"
Furnari,"083028","3848","83","0"
Gaggi,"083029","3181","83","0"
Galati Mamertino,"083030","2408","83","0"
Gallodoro,"083031","342","83","0"
Graniti,"083034","1455","83","0"
Cardeto,"080022","1464","80","0"
Careri,"080023","2203","80","0"
Casignana,"080024","727","80","0"
Ciminà,"080026","551","80","0"
Aliminusa,"082003","1138","82","0"
Baucina,"082008","1915","82","0"
Bisacquino,"082010","4321","82","0"
Bolognetta,"082011","4138","82","0"
Gagliano Castelferrato,"086010","3460","86","0"
Gualtieri Sicaminò,"083035","1657","83","0"
Itala,"083036","1568","83","0"
Leni,"083037","689","83","0"
Letojanni,"083038","2846","83","0"
Librizzi,"083039","1619","83","0"
Limina,"083040","746","83","0"
Condofuri,"080029","4910","80","0"
Cosoleto,"080030","832","80","0"
Delianuova,"080031","3232","80","0"
Feroleto della Chiesa,"080032","1596","80","0"
Ferruzzano,"080033","766","80","0"
Fiumara,"080034","890","80","0"
Galatro,"080035","1572","80","0"
Gerace,"080036","2501","80","0"
Giffone,"080037","1720","80","0"
Bompietro,"082012","1295","82","0"
Caltavuturo,"082015","3768","82","0"
Campofelice di Fitalia,"082016","473","82","0"
Campofiorito,"082018","1209","82","0"
Nissoria,"086013","2958","86","0"
Longi,"083042","1374","83","0"
Malfa,"083043","987","83","0"
Malvagna,"083044","663","83","0"
Mandanici,"083045","557","83","0"
Mazzarrà Sant'Andrea,"083046","1473","83","0"
Merì,"083047","2359","83","0"
Militello Rosmarino,"083050","1245","83","0"
Grotteria,"080040","3030","80","0"
Laganadi,"080041","395","80","0"
Laureana di Borrello,"080042","4907","80","0"
Mammola,"080044","2648","80","0"
Camporeale,"082019","3135","82","0"
Castellana Sicula,"082024","3200","82","0"
Simala,"095058","307","95","0"
Simaxis,"095059","2186","95","0"
Sini,"095060","488","95","0"
Siris,"095061","224","95","0"
Solarussa,"095062","2345","95","0"
Sorradile,"095063","355","95","0"
Tadasuni,"095064","148","95","0"
Tramatza,"095066","950","95","0"
Tresnuraghes,"095067","1097","95","0"
Borore,"091011","2038","91","0"
Bortigali,"091012","1286","91","0"
Desulo,"091016","2219","91","0"
Dualchi,"091018","598","91","0"
Elini,"091019","551","91","0"
