PRO_COM_T,Abitanti
096001,328
096002,3130
096003,1146
096004,43812
096005,875
096006,885
096007,2027
096008,141
096009,320
096010,1148
096012,7420
096013,185
096014,408
096015,826
096016,3571
096018,2846
096019,1742
096020,14372
096021,1476
096023,468
096024,716
096025,545
096026,3823
096027,109
096028,1495
096030,386
096031,537
096032,2036
096033,490
096034,580
096035,3833
096037,1328
096038,591
096039,941
096040,3852
096041,2694
096042,1503
096043,489
096044,178
096046,2121
096047,3787
096048,1166
096049,2350
096050,2102
096053,1486
096054,862
096055,90
096056,1579
096057,585
096058,1914
096059,2645
096063,1342
096064,763
096065,1052
096066,919
096067,270
096068,2457
096069,202
096071,2397
096072,202
096074,921
096075,464
096076,1240
096077,7744
096078,331
096079,190
096080,1408
096081,393
096082,1140
096083,981
096085,2719
096086,493
096087,2044
096088,10773
097001,3207
097002,2802
097003,2322
097004,4114
097005,2388
097006,5060
097007,1284
097008,3490
097009,3386
097010,4529
097011,2909
097012,5428
097013,13836
097014,1414
097015,848
097016,13200
097017,4374
097018,527
097019,2603
097020,3859
097021,2393
097022,3779
097023,7960
097024,1745
097025,1171
097026,4775
097027,261
097028,1713
097029,1636
097030,2614
097031,2558
097032,308
097033,1206
097034,691
097035,757
097036,8499
097037,2512
097038,2716
097039,2469
097040,1962
097042,48173
097043,2139
097044,5107
097045,4312
097046,10231
097047,368
097048,14857
097049,8787
097050,480
097051,3586
097052,1904
097053,2704
097054,4158
097055,30
097056,3668
097057,9234
097058,6443
097059,7040
097060,1242
097061,4829
097062,3832
097063,345
097064,134
097065,1961
097067,894
097068,2223
097069,2205
097070,2279
097071,6361
097072,3105
097074,2177
097075,2313
097076,2813
097077,153
097078,1771
097079,535
097082,3444
097083,11438
097084,742
097086,2819
097090,2109
097091,5610
097092,4697
097093,530
098001,270
098002,1081
098003,1769
098004,4363
098005,2443
098006,2721
098008,2908
098009,3224
098010,15277
098011,1537
098012,3023
098013,1586
098014,4658
098015,2897
098017,2145
098018,2218
098019,15994
098020,2293
098021,2889
098022,1149
098023,206
098024,1552
098025,2289
098026,2324
098027,1288
098028,2599
098029,2660
098030,2511
098031,46050
098032,7602
098033,67
098034,1383
098035,3083
098036,1779
098037,4435
098038,460
098039,1705
098040,2255
098041,5826
098042,2025
098043,1986
098044,1421
098045,1732
098046,2638
098047,1848
098048,3752
098049,3376
098050,13353
098051,1889
098052,1952
098053,1835
098054,3879
098055,3460
098056,5960
098057,915
098058,1551
098059,1716
098060,1847
098061,7465
098062,1488
099001,19576
099002,17098
099003,10529
099004,1130
099005,13621
099006,1355
099008,2236
099009,996
099011,7141
099013,35259
099014,151200
099015,3065
099016,5653
099017,9477
099018,22362
099020,10103
099021,383
099022,800
099023,7074
099024,2697
099025,2877
099026,2063
099027,1079
099028,5172
099029,6850
100001,3167
100002,14832
100003,19006
100004,10096
100005,194913
100006,10054
100007,6084
101001,2167
101002,1604
101003,552
101004,2494
101005,935
101006,1071
101007,2643
101008,14547
101009,5425
101010,62449
101011,2978
101012,10108
101013,17462
101014,3398
101015,6228
101016,1062
101017,8889
101018,3297
101019,5592
101020,2043
101021,742
101022,1978
101023,1136
101024,2998
101025,6424
101026,795
101027,1701
102001,2048
102002,1328
102003,4267
102004,592
102005,984
102006,3145
102007,1126
102008,1995
102009,2063
102010,2078
102011,5094
102012,1799
102013,1362
102014,1877
102015,1643
102016,2034
102017,4476
102018,1852
102019,3478
102020,2120
102021,6572
102022,690
102023,1622
102024,1216
102025,6158
102026,1277
102027,9268
102028,1040
102029,937
102030,4976
102031,4463
102032,4094
102033,2137
102034,2631
102035,1267
102036,2973
102037,6549
102038,930
102039,1139
102040,2346
102041,819
102042,1456
102043,2399
102044,6221
102045,740
102046,1000
102047,32769
102048,699
102049,1774
102050,1946
103001,404
103002,406
103003,1981
103004,236
103005,100
103006,886
103007,472
103008,4961
103009,774
103010,507
103011,1450
103012,185
103013,740
103014,593
103015,1594
103016,894
103017,5167
103018,172
103019,3444
103021,296
103022,583
103023,672
103024,764
103025,4525
103026,1400
103028,18045
103029,1056
103031,446
103032,188
103033,2362
103034,1044
103035,7816
103036,193
103037,111
103038,229
103039,537
103040,402
103041,1384
103042,1457
103043,121
103044,2152
103045,365
103046,1259
103047,384
103048,857
103049,881
103050,15062
103051,3418
103052,1138
103053,1494
103054,2513
103055,762
103056,539
103057,1907
103058,248
103059,386
103060,705
103061,1302
103062,1290
103064,4816
103065,724
103066,413
103067,172
103068,1663
103069,1209
103070,385
103071,2008
103072,30391
103074,1198
103075,6408
103076,268
103077,1750
103078,313
103079,478
108001,15605
108002,2125
108003,6405
108004,18028
108005,6964
108006,7470
108007,11285
108008,15610
108009,12264
108010,17044
108011,6091
108012,35255
108013,4281
108014,2157
108015,18046
108016,7496
108017,7393
108018,6607
108019,39518
108020,8542
108021,15866
108022,3034
108023,41997
108024,26181
108025,7782
108026,8558
108027,35186
108028,46445
108029,7489
108030,23578
108031,4491
108032,5627
108033,124051
108034,23747
108035,23348
108036,5223
108037,4086
108038,3540
108039,45447
108040,23982
108041,8386
108042,4363
108043,8713
108044,10460
108045,13662
108046,7583
108047,4304
108048,9217
108049,14059
108050,26241
108051,6797
108052,5188
108053,10706
108054,15964
108055,4780
109001,3546
109002,3471
109003,614
109004,1934
109005,3262
109006,36988
109007,928
109008,3289
109009,1172
109010,1418
109011,913
109012,632
109013,1637
109014,399
109015,1108
109016,763
109017,6619
109018,12785
109019,366
109020,735
109021,336
109022,2142
109023,2358
109024,8083
109025,409
109026,697
109027,890
109028,547
109029,744
109030,2832
109031,2236
109032,1658
109033,16101
109034,26395
109035,2003
109036,1283
109037,17181
109038,2243
109039,333
109040,1954
110001,99307
110002,94316
110003,54831
110004,29257
110005,11626
110006,8604
110007,13982
110008,6256
110009,56011
110010,14200
111001,6103
111002,440
111003,743
111004,1109
111005,1225
111006,1048
111007,2740
111008,2847
111009,27611
111010,6095
111011,1678
111012,803
111013,4327
111014,9614
111015,1655
111016,6037
111017,2029
111018,2122
111019,560
111020,580
111021,2807
111022,1572
111023,787
111024,307
111025,1177
111026,808
111027,1206
111028,1982
111029,462
111030,4855
111031,6415
111032,945
111033,2628
111034,11499
111035,26300
111036,2579
111037,221
111038,1661
111039,2094
111040,1271
111041,4589
111042,5269
111043,1523
111044,3153
111045,862
111046,1210
111047,2453
111048,2109
111049,1506
111050,2132
111051,882
111052,2684
111053,582
111054,1365
111055,1160
111056,827
111057,4998
111058,924
111059,5018
111060,1615
111061,1191
111062,8400
111063,5896
111064,727
111065,8420
111066,3564
111067,8385
111068,3296
111069,1720
111070,2717
111071,11026
111072,3948
111073,1132
111074,1347
111075,4849
111076,2664
111077,8916
111078,4738
111079,641
111080,137
111081,1239
111082,793
111083,620
111084,3706
111085,1129
111086,1940
111087,1860
111088,1100
111089,3448
111090,1036
111091,979
111092,409
111093,4128
111094,512
111095,1874
111096,13775
111097,2604
111098,3488
111099,1056
111100,656
111101,1247
111102,1060
111103,4615
111104,1016
111105,3750
111106,6851
111107,2597
